response;branch;gender;gold_card;income;marital;months_current_account;loan_accounts;number_products;number_transactions;white_collar_percentage
"NO";"Princeton";"F";0;51036.000000;"S";22;1;4;1;47
"NO";"Foxton";"M";0;50992.000000;"U";16;1;0;0;35
"NO";"Kingsville";"M";0;50964.000000;"M";18;1;1;1;16
"NO";"Queensbury";"M";0;51003.000000;"U";31;3;3;2;32
"SI";"Kingsville";"F";0;51006.000000;"S";30;1;2;1;15
"NO";"Ravensville";"F";0;50979.000000;"M";19;0;0;0;26
"NO";"Kingsville";"F";0;50969.000000;"M";11;2;0;0;35
"NO";"Catburg";"M";0;51031.000000;"M";36;3;0;0;31
"NO";"Catburg";"F";0;50971.000000;"U";16;0;0;0;36
"NO";"Princeton";"M";0;51047.000000;"U";5;1;0;0;11
"NO";"Kingsville";"F";0;50975.000000;"S";9;3;0;0;47
"NO";"Queensbury";"M";0;51014.000000;"U";13;0;0;0;24
"NO";"Kingsville";"F";0;50977.000000;"M";36;1;0;0;42
"NO";"Ravensville";"F";0;51020.000000;"S";26;0;0;0;51
"NO";"Princeton";"M";0;50997.000000;"S";0;1;0;0;25
"NO";"Ravensville";"M";0;51010.000000;"S";17;0;0;0;24
"NO";"Ravensville";"M";0;51046.000000;"S";29;0;0;0;24
"NO";"Foxton";"M";0;51044.000000;"U";31;3;0;0;34
"NO";"Catburg";"F";0;51038.000000;"M";-2;3;3;0;29
"NO";"Princeton";"F";0;51006.000000;"U";33;3;0;0;19
"NO";"Princeton";"M";0;50992.000000;"S";39;3;0;0;37
"NO";"Queensbury";"F";0;51011.000000;"U";19;0;0;0;26
"NO";"Queensbury";"M";0;51028.000000;"U";37;1;0;0;41
"NO";"Kingsville";"M";0;51031.000000;"M";35;0;0;0;45
"NO";"Queensbury";"F";0;51031.000000;"S";33;1;0;0;45
"NO";"Princeton";"M";0;51048.000000;"U";-5;1;0;0;15
"NO";"Queensbury";"F";0;51042.000000;"S";22;0;4;3;33
"NO";"Catburg";"F";0;51026.000000;"S";25;4;0;0;39
"NO";"Princeton";"M";0;50961.000000;"U";5;0;4;2;21
"NO";"Queensbury";"M";0;50979.000000;"M";22;1;5;2;32
"NO";"Catburg";"M";0;50963.000000;"U";-4;0;0;0;35
"NO";"Princeton";"M";0;51036.000000;"M";32;1;0;0;33
"NO";"Queensbury";"F";0;50972.000000;"S";28;1;0;0;26
"NO";"Kingsville";"M";0;50999.000000;"S";-1;0;0;0;34
"SI";"Ravensville";"M";0;50999.000000;"U";31;2;3;1;34
"NO";"Catburg";"M";0;51036.000000;"M";23;1;0;0;32
"NO";"Kingsville";"M";0;51042.000000;"S";39;0;0;0;37
"NO";"Kingsville";"F";0;50951.000000;"S";33;0;0;0;42
"NO";"Foxton";"M";0;50974.000000;"S";35;1;0;0;29
"NO";"Kingsville";"F";0;50985.000000;"M";35;4;4;1;39
"NO";"Catburg";"M";0;51000.000000;"U";20;0;0;0;44
"NO";"Kingsville";"M";0;51000.000000;"S";14;0;0;0;44
"NO";"Princeton";"M";0;51041.000000;"S";36;0;3;26;20
"NO";"Catburg";"M";0;51044.000000;"S";14;0;5;3;33
"NO";"Ravensville";"F";0;51047.000000;"S";22;5;4;2;15
"NO";"Kingsville";"F";0;50984.000000;"S";36;0;0;0;63
"NO";"Catburg";"F";0;50984.000000;"S";35;0;0;0;63
"NO";"Queensbury";"F";0;51050.000000;"M";-1;1;0;0;58
"SI";"Catburg";"F";0;51046.000000;"M";25;0;3;1;43
"NO";"Queensbury";"M";0;50967.000000;"S";34;0;3;2;61
"NO";"Foxton";"F";0;50994.000000;"U";5;3;4;3;28
"SI";"Foxton";"M";0;51027.000000;"U";16;0;2;1;36
"NO";"Foxton";"F";0;50975.000000;"M";7;4;2;2;30
"NO";"Catburg";"F";0;50970.000000;"S";15;2;3;2;28
"SI";"Ravensville";"M";0;51000.000000;"S";36;0;1;1;11
"NO";"Princeton";"M";0;51017.000000;"S";-5;0;1;0;37
"NO";"Queensbury";"F";0;51046.000000;"U";17;0;0;0;36
"NO";"Princeton";"F";0;51006.000000;"M";-1;2;0;0;20
"NO";"Princeton";"F";0;50959.000000;"S";27;0;0;0;11
"NO";"Ravensville";"F";0;50953.000000;"U";15;2;5;3;33
"NO";"Ravensville";"F";0;51039.000000;"U";35;3;4;4;33
"SI";"Ravensville";"M";0;51050.000000;"S";40;0;4;2;39
"NO";"Kingsville";"F";0;50983.000000;"M";8;1;5;2;21
"NO";"Foxton";"F";0;51023.000000;"S";-2;0;3;0;31
"NO";"Queensbury";"F";0;50998.000000;"S";33;1;5;3;32
"NO";"Princeton";"M";0;51000.000000;"M";-5;2;0;0;28
"NO";"Queensbury";"F";0;51009.000000;"U";19;0;3;1;15
"NO";"Ravensville";"M";0;51014.000000;"S";40;0;0;0;25
"NO";"Queensbury";"F";0;51047.000000;"S";13;0;5;2;35
"NO";"Catburg";"M";0;51006.000000;"U";41;0;0;0;34
"NO";"Foxton";"M";0;51027.000000;"S";-2;0;0;0;52
"NO";"Kingsville";"M";0;51042.000000;"M";17;0;0;0;32
"NO";"Ravensville";"M";0;50951.000000;"U";21;0;0;0;51
"NO";"Queensbury";"M";0;51014.000000;"S";-5;3;0;0;32
"NO";"Princeton";"F";0;50954.000000;"S";24;1;0;0;46
"NO";"Foxton";"F";0;51027.000000;"U";5;0;0;0;31
"NO";"Ravensville";"F";0;50929.000000;"M";25;1;3;24;40
"SI";"Princeton";"F";0;50929.000000;"S";9;0;3;2;30
"NO";"Princeton";"M";0;50929.000000;"S";18;3;4;2;30
"SI";"Kingsville";"F";0;50886.000000;"S";33;6;5;19;33
"NO";"Kingsville";"M";0;50940.000000;"M";17;0;5;4;28
"NO";"Catburg";"M";0;50947.000000;"S";-4;0;0;0;43
"NO";"Queensbury";"M";0;50949.000000;"M";25;1;0;0;54
"SI";"Queensbury";"F";0;50926.000000;"U";7;5;2;2;35
"NO";"Catburg";"M";0;50871.000000;"U";-5;2;0;0;32
"NO";"Foxton";"F";0;50908.000000;"S";24;0;3;1;36
"NO";"Kingsville";"M";0;50903.000000;"M";20;2;0;0;19
"NO";"Princeton";"F";0;50866.000000;"S";35;1;0;0;29
"NO";"Queensbury";"F";0;50904.000000;"M";29;0;5;1;43
"NO";"Foxton";"M";0;50925.000000;"M";7;1;3;3;53
"NO";"Queensbury";"M";0;50884.000000;"S";-5;0;0;0;26
"NO";"Queensbury";"F";0;50896.000000;"S";10;1;2;1;33
"NO";"Ravensville";"M";0;50866.000000;"M";34;0;1;1;38
"SI";"Kingsville";"M";0;50864.000000;"M";10;4;2;1;30
"NO";"Ravensville";"M";0;50852.000000;"S";7;1;3;2;23
"NO";"Queensbury";"F";0;50884.000000;"U";29;0;4;8;36
"NO";"Foxton";"F";0;50870.000000;"S";39;0;0;0;25
"NO";"Foxton";"F";0;50901.000000;"S";7;0;0;0;37
"NO";"Queensbury";"M";0;50859.000000;"S";10;1;0;0;30
"NO";"Queensbury";"F";0;50871.000000;"M";13;5;0;0;41
"NO";"Ravensville";"F";0;50922.000000;"S";17;0;2;1;27
"SI";"Princeton";"M";0;50867.000000;"S";32;1;3;1;43
"NO";"Catburg";"F";0;50879.000000;"U";30;0;2;2;37
"NO";"Queensbury";"M";0;50889.000000;"M";37;1;6;25;26
"NO";"Ravensville";"F";0;50912.000000;"M";11;1;0;0;29
"NO";"Ravensville";"F";0;50890.000000;"M";30;1;2;1;24
"SI";"Princeton";"M";0;50856.000000;"M";29;2;1;1;33
"NO";"Princeton";"F";1;50868.000000;"M";31;1;0;0;48
"NO";"Ravensville";"M";0;50943.000000;"M";10;1;0;0;34
"NO";"Ravensville";"M";0;50892.000000;"S";11;2;0;0;34
"NO";"Queensbury";"M";0;50921.000000;"M";9;0;0;0;51
"SI";"Ravensville";"M";0;50931.000000;"S";19;0;3;1;26
"NO";"Queensbury";"M";0;50878.000000;"M";14;1;2;9;26
"NO";"Foxton";"F";0;50917.000000;"S";21;1;0;0;35
"NO";"Princeton";"M";0;50919.000000;"U";-4;0;6;0;23
"NO";"Princeton";"M";0;50919.000000;"S";9;1;0;0;23
"SI";"Catburg";"F";0;50884.000000;"M";38;0;2;1;33
"NO";"Catburg";"M";0;50925.000000;"S";-6;1;0;0;42
"NO";"Kingsville";"M";0;50902.000000;"S";-3;0;0;0;34
"NO";"Queensbury";"F";0;50922.000000;"S";6;0;0;0;23
"NO";"Queensbury";"F";0;50906.000000;"S";-5;0;0;0;22
"NO";"Foxton";"F";0;50918.000000;"S";14;0;0;0;35
"NO";"Kingsville";"M";0;50942.000000;"M";19;0;0;0;39
"NO";"Kingsville";"F";0;50891.000000;"S";29;0;2;1;24
"NO";"Kingsville";"F";0;50950.000000;"U";11;0;2;1;30
"NO";"Kingsville";"M";0;50902.000000;"U";-1;0;0;0;46
"NO";"Princeton";"F";0;50873.000000;"M";19;1;0;0;28
"NO";"Princeton";"M";0;50873.000000;"S";5;1;0;0;28
"NO";"Princeton";"M";0;50939.000000;"U";-5;1;1;0;31
"NO";"Kingsville";"M";0;50885.000000;"M";29;0;0;0;45
"NO";"Ravensville";"M";0;50892.000000;"M";41;0;5;3;43
"NO";"Ravensville";"F";0;50915.000000;"S";26;0;2;1;57
"NO";"Catburg";"F";0;50906.000000;"S";24;0;2;1;29
"NO";"Ravensville";"M";0;50909.000000;"U";7;0;2;2;30
"SI";"Foxton";"F";0;50936.000000;"U";35;1;6;28;44
"NO";"Foxton";"F";0;50929.000000;"S";28;1;3;2;31
"NO";"Foxton";"M";0;50929.000000;"S";-1;0;0;0;31
"NO";"Ravensville";"F";0;50873.000000;"S";19;0;3;1;31
"NO";"Foxton";"M";0;50945.000000;"M";26;1;0;0;21
"NO";"Queensbury";"M";0;50909.000000;"S";31;0;0;0;61
"NO";"Kingsville";"F";0;50856.000000;"U";36;0;0;0;25
"NO";"Foxton";"M";0;50925.000000;"M";20;3;1;12;37
"NO";"Catburg";"M";0;50890.000000;"U";37;0;1;1;34
"NO";"Ravensville";"M";0;50907.000000;"S";10;0;4;3;35
"NO";"Princeton";"M";0;50854.000000;"S";19;0;0;0;36
"NO";"Queensbury";"M";0;50905.000000;"S";18;3;4;1;40
"SI";"Queensbury";"F";0;50905.000000;"M";19;3;2;1;40
"NO";"Ravensville";"M";0;50901.000000;"M";14;1;0;0;37
"NO";"Princeton";"F";0;50904.000000;"S";-7;2;0;0;36
"NO";"Ravensville";"F";0;50929.000000;"S";34;0;0;0;24
"NO";"Princeton";"M";0;50929.000000;"U";11;2;0;0;24
"NO";"Kingsville";"F";0;50881.000000;"M";23;0;2;2;7
"SI";"Kingsville";"M";0;50898.000000;"U";9;4;0;7;41
"NO";"Queensbury";"F";0;50857.000000;"S";5;3;2;1;33
"NO";"Ravensville";"F";0;50856.000000;"S";41;0;0;0;48
"NO";"Kingsville";"F";1;50929.000000;"M";37;1;0;0;53
"NO";"Queensbury";"F";0;50887.000000;"U";15;0;3;1;38
"NO";"Foxton";"M";0;50922.000000;"U";33;0;0;0;46
"SI";"Queensbury";"M";0;50872.000000;"S";30;3;2;1;19
"NO";"Foxton";"M";0;50870.000000;"S";22;1;0;0;20
"NO";"Queensbury";"F";0;50788.000000;"S";19;5;5;3;27
"NO";"Foxton";"M";0;50763.000000;"S";29;0;3;1;35
"NO";"Foxton";"F";0;50763.000000;"M";15;0;0;0;35
"NO";"Kingsville";"F";0;50829.000000;"S";38;0;0;0;14
"NO";"Queensbury";"M";0;50828.000000;"S";18;2;0;0;37
"NO";"Princeton";"F";0;50785.000000;"U";26;0;0;0;36
"NO";"Catburg";"F";0;50756.000000;"U";18;0;0;0;34
"NO";"Catburg";"M";0;50757.000000;"M";14;4;0;0;37
"NO";"Kingsville";"F";0;50755.000000;"U";38;2;0;0;27
"NO";"Catburg";"M";0;50763.000000;"S";22;2;0;0;18
"NO";"Catburg";"F";0;50757.000000;"S";26;0;0;0;36
"NO";"Catburg";"F";0;50805.000000;"M";32;1;4;4;44
"NO";"Foxton";"M";0;50796.000000;"U";14;1;4;2;48
"NO";"Foxton";"F";0;50795.000000;"M";34;1;3;2;26
"NO";"Catburg";"F";0;50833.000000;"S";41;0;3;1;28
"NO";"Queensbury";"M";0;50835.000000;"U";0;0;0;0;36
"NO";"Kingsville";"F";0;50809.000000;"S";17;1;0;0;32
"NO";"Foxton";"M";0;50812.000000;"M";40;2;0;0;37
"NO";"Queensbury";"F";0;50768.000000;"M";38;1;3;1;25
"NO";"Princeton";"F";0;50783.000000;"S";30;0;4;1;30
"NO";"Queensbury";"F";0;50793.000000;"S";28;0;0;0;24
"SI";"Ravensville";"F";0;50828.000000;"M";8;4;6;22;36
"NO";"Kingsville";"M";0;50767.000000;"S";23;0;0;0;37
"NO";"Princeton";"M";0;50804.000000;"M";22;1;0;0;25
"SI";"Princeton";"F";0;50843.000000;"M";7;4;2;2;48
"NO";"Queensbury";"F";0;50807.000000;"S";38;0;0;0;47
"NO";"Kingsville";"F";0;50770.000000;"U";25;0;0;0;32
"NO";"Queensbury";"M";0;50823.000000;"S";34;0;0;0;39
"NO";"Queensbury";"M";0;50842.000000;"U";16;0;0;0;37
"NO";"Princeton";"M";0;50795.000000;"S";29;0;0;0;25
"NO";"Princeton";"F";0;50804.000000;"U";17;1;0;0;40
"NO";"Catburg";"F";0;50793.000000;"S";23;1;0;0;25
"NO";"Catburg";"F";0;50815.000000;"M";-4;0;1;0;42
"NO";"Ravensville";"F";0;50814.000000;"S";37;5;0;0;21
"NO";"Queensbury";"M";0;50819.000000;"S";10;2;6;4;28
"SI";"Princeton";"M";0;50848.000000;"S";8;2;0;22;23
"NO";"Catburg";"M";0;50806.000000;"U";8;0;2;1;10
"NO";"Ravensville";"F";0;50840.000000;"M";8;0;0;0;18
"NO";"Queensbury";"F";0;50796.000000;"S";-1;0;2;0;39
"NO";"Foxton";"M";0;50804.000000;"S";15;0;0;0;24
"NO";"Foxton";"F";0;50751.000000;"S";22;1;2;2;37
"NO";"Foxton";"M";0;50766.000000;"M";37;4;0;0;19
"NO";"Princeton";"M";0;50783.000000;"M";-4;1;0;0;21
"NO";"Foxton";"M";0;50841.000000;"U";32;0;0;0;33
"NO";"Queensbury";"M";0;50793.000000;"S";-4;0;0;0;24
"NO";"Kingsville";"F";0;50830.000000;"U";40;0;3;1;37
"SI";"Ravensville";"M";0;50765.000000;"M";13;2;1;8;20
"NO";"Princeton";"M";0;50767.000000;"M";19;0;0;0;29
"NO";"Queensbury";"M";0;50766.000000;"U";18;0;0;0;33
"SI";"Catburg";"F";0;50766.000000;"U";15;0;4;3;33
"NO";"Foxton";"F";0;50804.000000;"U";9;2;0;0;36
"NO";"Kingsville";"M";0;50814.000000;"S";33;2;3;2;19
"NO";"Catburg";"M";0;50799.000000;"U";23;2;2;1;37
"NO";"Queensbury";"F";0;50818.000000;"U";30;0;0;0;25
"NO";"Kingsville";"M";0;50810.000000;"S";36;0;0;0;44
"NO";"Foxton";"M";0;50810.000000;"U";-3;4;1;0;44
"NO";"Princeton";"M";0;50848.000000;"S";34;0;0;0;43
"NO";"Ravensville";"M";0;50749.000000;"U";33;2;4;1;36
"NO";"Kingsville";"F";0;50706.000000;"S";23;2;2;1;16
"NO";"Kingsville";"M";0;50705.000000;"U";16;3;0;0;25
"NO";"Foxton";"M";0;50683.000000;"U";10;7;3;2;33
"NO";"Ravensville";"F";0;50723.000000;"U";19;1;4;3;41
"NO";"Foxton";"F";0;50721.000000;"S";24;0;0;0;31
"SI";"Queensbury";"M";0;50694.000000;"M";10;1;2;2;46
"NO";"Catburg";"M";0;50705.000000;"S";34;0;2;1;31
"NO";"Ravensville";"M";0;50664.000000;"M";12;0;0;0;30
"NO";"Princeton";"F";0;50724.000000;"S";18;3;2;1;34
"NO";"Queensbury";"F";0;50712.000000;"M";-5;7;0;0;27
"NO";"Ravensville";"F";0;50730.000000;"M";28;0;4;2;30
"NO";"Foxton";"M";0;50690.000000;"S";9;3;3;2;34
"NO";"Princeton";"F";0;50667.000000;"S";16;0;2;1;26
"NO";"Kingsville";"M";0;50696.000000;"U";21;2;3;1;21
"NO";"Princeton";"F";0;50734.000000;"U";-5;0;1;0;23
"NO";"Foxton";"M";0;50682.000000;"M";31;4;0;0;29
"NO";"Ravensville";"F";0;50696.000000;"M";-6;1;0;0;36
"NO";"Foxton";"F";0;50700.000000;"U";38;0;2;1;36
"NO";"Queensbury";"F";0;50710.000000;"M";22;1;0;0;25
"SI";"Kingsville";"M";0;50552.000000;"S";25;1;4;22;47
"NO";"Kingsville";"M";0;50552.000000;"M";10;0;1;1;36
"NO";"Kingsville";"F";0;50629.000000;"S";22;1;2;1;29
"NO";"Ravensville";"F";0;50568.000000;"U";38;0;4;3;42
"NO";"Queensbury";"F";0;50575.000000;"S";7;0;0;0;52
"NO";"Foxton";"F";0;50596.000000;"M";25;0;2;1;34
"NO";"Ravensville";"F";0;50643.000000;"M";10;1;2;1;29
"NO";"Ravensville";"M";0;50581.000000;"S";-2;0;1;0;17
"SI";"Princeton";"F";0;50603.000000;"S";38;0;1;1;22
"NO";"Ravensville";"M";0;50634.000000;"S";7;1;0;0;31
"NO";"Princeton";"M";0;50605.000000;"M";20;4;0;0;52
"NO";"Catburg";"M";0;50649.000000;"U";7;3;0;0;31
"NO";"Queensbury";"F";0;50589.000000;"U";-1;0;1;0;32
"NO";"Catburg";"M";0;50622.000000;"U";5;0;6;25;34
"NO";"Kingsville";"F";0;50591.000000;"M";19;0;3;3;43
"NO";"Queensbury";"M";0;50617.000000;"S";15;0;3;9;35
"NO";"Catburg";"M";0;50616.000000;"U";23;2;3;2;51
"NO";"Queensbury";"M";0;50622.000000;"U";34;1;3;3;25
"NO";"Foxton";"M";0;50593.000000;"M";25;2;2;1;51
"NO";"Catburg";"M";0;50633.000000;"S";28;0;1;1;40
"NO";"Foxton";"M";0;50616.000000;"M";34;2;0;0;36
"NO";"Princeton";"F";0;50553.000000;"U";11;0;0;0;46
"NO";"Ravensville";"M";0;50575.000000;"M";11;1;0;0;25
"NO";"Queensbury";"M";0;50581.000000;"U";14;0;0;0;35
"NO";"Foxton";"F";0;50553.000000;"S";8;0;0;0;32
"NO";"Kingsville";"M";0;50583.000000;"S";26;0;0;0;34
"NO";"Ravensville";"F";0;50635.000000;"M";-6;1;0;0;34
"NO";"Kingsville";"F";0;50621.000000;"S";38;2;0;0;33
"NO";"Kingsville";"F";0;50566.000000;"S";29;0;0;0;27
"NO";"Princeton";"M";0;50603.000000;"S";20;1;0;0;41
"NO";"Kingsville";"M";0;50638.000000;"M";29;1;0;0;33
"NO";"Kingsville";"F";0;50643.000000;"S";35;0;0;0;37
"NO";"Kingsville";"F";1;50643.000000;"M";36;0;0;0;37
"SI";"Catburg";"F";0;50616.000000;"S";23;1;4;2;35
"NO";"Queensbury";"F";0;50606.000000;"S";5;0;0;0;44
"NO";"Queensbury";"F";0;50610.000000;"S";9;0;0;0;30
"NO";"Ravensville";"F";0;50640.000000;"U";12;0;3;12;25
"NO";"Catburg";"M";0;50564.000000;"U";35;1;3;1;24
"NO";"Kingsville";"F";0;50589.000000;"S";26;1;0;0;45
"SI";"Queensbury";"F";0;50589.000000;"S";13;0;3;3;45
"NO";"Foxton";"F";0;50649.000000;"S";11;2;0;0;23
"SI";"Foxton";"F";0;50561.000000;"S";29;0;3;1;45
"NO";"Ravensville";"F";0;50611.000000;"M";-4;0;0;0;35
"NO";"Foxton";"M";0;50585.000000;"S";-3;0;0;0;36
"NO";"Queensbury";"F";0;50602.000000;"S";18;0;1;10;26
"NO";"Ravensville";"M";0;50591.000000;"S";5;5;0;0;28
"SI";"Catburg";"F";0;50640.000000;"U";18;2;2;24;21
"NO";"Ravensville";"F";0;50636.000000;"M";32;5;3;1;38
"NO";"Kingsville";"F";0;50589.000000;"S";7;0;0;0;41
"NO";"Catburg";"F";0;50613.000000;"U";20;2;0;0;24
"NO";"Ravensville";"F";0;50610.000000;"M";33;0;0;0;24
"NO";"Kingsville";"M";0;50554.000000;"S";29;4;0;0;32
"NO";"Foxton";"M";0;50632.000000;"U";5;0;0;0;30
"NO";"Kingsville";"M";0;50620.000000;"S";10;4;5;3;24
"NO";"Queensbury";"F";0;50621.000000;"U";40;4;0;0;27
"NO";"Ravensville";"M";0;50621.000000;"S";26;0;0;0;27
"NO";"Foxton";"F";0;50583.000000;"S";23;0;0;0;38
"NO";"Catburg";"F";0;50636.000000;"S";-4;7;0;0;33
"NO";"Foxton";"M";0;50630.000000;"M";22;1;0;0;41
"NO";"Kingsville";"F";0;50561.000000;"S";-1;4;0;0;39
"NO";"Princeton";"F";0;50561.000000;"U";16;0;4;16;39
"NO";"Princeton";"F";0;50601.000000;"S";9;1;0;0;38
"NO";"Princeton";"F";0;50562.000000;"S";9;1;0;0;32
"SI";"Ravensville";"F";0;50632.000000;"S";30;2;5;3;35
"NO";"Catburg";"M";0;50624.000000;"S";13;0;0;0;30
"NO";"Princeton";"M";0;50553.000000;"M";38;1;3;2;38
"NO";"Foxton";"M";0;50605.000000;"S";26;0;0;0;16
"NO";"Queensbury";"M";0;50613.000000;"U";24;0;0;0;40
"NO";"Queensbury";"F";0;50560.000000;"S";25;2;6;3;28
"NO";"Kingsville";"M";0;50561.000000;"S";-1;3;0;0;36
"NO";"Princeton";"F";0;50561.000000;"M";21;1;1;1;36
"NO";"Foxton";"M";0;50597.000000;"S";13;0;0;0;39
"NO";"Foxton";"M";0;50616.000000;"M";17;2;0;0;26
"NO";"Ravensville";"F";0;50643.000000;"U";29;1;3;1;29
"SI";"Kingsville";"F";0;50569.000000;"U";35;0;3;28;55
"NO";"Kingsville";"M";0;50583.000000;"U";-1;0;0;0;30
"NO";"Kingsville";"M";0;50644.000000;"S";11;1;0;0;31
"NO";"Kingsville";"M";0;50607.000000;"S";32;3;0;0;43
"NO";"Queensbury";"M";0;50613.000000;"S";6;3;1;15;35
"NO";"Princeton";"F";1;50583.000000;"S";28;2;3;1;41
"SI";"Foxton";"F";0;50592.000000;"S";17;0;2;1;32
"NO";"Foxton";"F";0;50626.000000;"M";27;1;4;2;39
"NO";"Catburg";"F";0;50607.000000;"U";13;1;0;0;32
"NO";"Queensbury";"M";0;50642.000000;"S";20;0;3;2;32
"NO";"Ravensville";"F";0;50496.000000;"M";-5;0;0;0;30
"NO";"Kingsville";"F";0;50501.000000;"S";32;0;6;9;40
"NO";"Ravensville";"F";0;50503.000000;"S";-1;1;4;0;52
"NO";"Catburg";"F";0;50510.000000;"S";14;0;0;0;34
"NO";"Catburg";"M";0;50470.000000;"M";-5;1;0;0;24
"NO";"Catburg";"F";0;50453.000000;"S";17;1;0;0;24
"NO";"Queensbury";"M";0;50364.000000;"U";-6;4;1;0;52
"SI";"Catburg";"M";0;50383.000000;"S";23;0;0;21;29
"NO";"Foxton";"F";0;50370.000000;"S";30;2;0;0;38
"NO";"Catburg";"F";0;50398.000000;"S";11;1;2;1;29
"NO";"Ravensville";"F";0;50339.000000;"S";6;1;0;0;24
"NO";"Catburg";"M";0;50262.000000;"S";10;0;3;1;27
"NO";"Catburg";"M";1;50308.000000;"S";5;3;0;0;31
"NO";"Queensbury";"F";0;50243.000000;"U";17;1;0;0;25
"NO";"Ravensville";"M";0;50164.000000;"S";30;0;0;0;32
"SI";"Catburg";"F";0;50183.000000;"S";33;0;4;1;39
"NO";"Catburg";"F";0;50229.000000;"S";31;0;0;0;34
"NO";"Queensbury";"F";0;50159.000000;"S";38;0;4;1;35
"NO";"Kingsville";"F";0;50197.000000;"S";28;0;0;0;26
"NO";"Queensbury";"M";0;50173.000000;"S";36;1;4;2;44
"NO";"Ravensville";"M";0;50182.000000;"U";-5;1;0;0;34
"NO";"Queensbury";"M";0;50155.000000;"S";6;1;0;0;40
"NO";"Queensbury";"M";0;50152.000000;"M";33;5;0;0;27
"NO";"Queensbury";"F";0;50250.000000;"S";31;2;0;0;39
"NO";"Catburg";"F";0;50198.000000;"S";-5;0;1;0;32
"NO";"Foxton";"M";1;50198.000000;"S";20;2;3;2;32
"NO";"Foxton";"M";0;50194.000000;"S";34;3;0;0;37
"NO";"Princeton";"M";0;50247.000000;"S";35;0;3;2;32
"NO";"Princeton";"F";0;50247.000000;"S";7;2;3;2;32
"SI";"Ravensville";"F";0;50192.000000;"M";7;5;2;2;34
"SI";"Kingsville";"M";0;50227.000000;"U";19;2;2;2;34
"NO";"Kingsville";"M";0;50223.000000;"S";20;0;3;2;53
"NO";"Princeton";"F";0;50223.000000;"S";32;2;0;0;53
"NO";"Catburg";"M";0;50215.000000;"M";8;0;0;0;18
"NO";"Catburg";"F";0;50221.000000;"S";-6;1;0;0;52
"NO";"Kingsville";"F";0;50185.000000;"M";26;1;0;0;41
"NO";"Ravensville";"F";0;50195.000000;"S";11;0;0;0;40
"NO";"Kingsville";"M";0;50193.000000;"U";21;3;0;0;19
"NO";"Queensbury";"M";0;50174.000000;"M";5;3;0;0;31
"NO";"Foxton";"F";0;50160.000000;"S";28;0;0;0;39
"NO";"Queensbury";"F";0;50216.000000;"S";34;0;4;1;40
"NO";"Ravensville";"F";0;50192.000000;"S";29;4;0;0;32
"NO";"Ravensville";"M";0;50194.000000;"S";34;0;4;3;26
"NO";"Queensbury";"F";0;50235.000000;"U";16;2;0;0;32
"NO";"Ravensville";"M";0;50229.000000;"S";9;1;0;0;44
"NO";"Kingsville";"F";0;50242.000000;"S";16;2;5;3;14
"NO";"Catburg";"F";1;50163.000000;"U";30;2;0;0;47
"NO";"Kingsville";"M";0;50168.000000;"U";24;0;0;0;34
"NO";"Princeton";"F";0;50213.000000;"U";34;3;2;1;23
"NO";"Kingsville";"F";0;50171.000000;"M";37;6;3;1;41
"NO";"Kingsville";"M";0;50229.000000;"U";10;1;0;0;34
"NO";"Ravensville";"M";0;50226.000000;"S";19;0;0;0;29
"NO";"Foxton";"M";0;50211.000000;"U";-2;0;0;0;27
"NO";"Catburg";"F";0;50243.000000;"S";8;1;0;0;28
"NO";"Queensbury";"M";0;50194.000000;"S";33;1;0;0;37
"NO";"Catburg";"F";0;50242.000000;"S";11;0;1;1;41
"NO";"Princeton";"M";0;50085.000000;"S";19;0;0;0;42
"NO";"Queensbury";"M";0;50138.000000;"M";9;1;0;0;31
"NO";"Princeton";"M";0;50130.000000;"U";-6;3;0;0;20
"NO";"Ravensville";"F";0;50094.000000;"U";10;3;0;0;51
"NO";"Catburg";"M";0;50126.000000;"S";23;1;0;0;40
"NO";"Catburg";"F";0;50126.000000;"U";40;0;0;0;40
"NO";"Catburg";"M";0;50140.000000;"S";23;3;0;0;38
"NO";"Ravensville";"M";0;50068.000000;"U";16;1;0;0;30
"NO";"Foxton";"M";0;50092.000000;"S";-5;0;0;0;32
"NO";"Queensbury";"M";0;50135.000000;"S";40;2;0;0;42
"NO";"Catburg";"M";0;50095.000000;"S";22;1;3;1;20
"NO";"Princeton";"M";0;50083.000000;"S";24;1;0;0;43
"NO";"Ravensville";"M";0;50149.000000;"S";37;0;3;2;42
"NO";"Foxton";"M";0;50126.000000;"S";31;0;0;0;38
"NO";"Queensbury";"F";0;50083.000000;"U";26;3;4;2;40
"NO";"Princeton";"F";0;50087.000000;"M";7;1;0;0;40
"NO";"Catburg";"F";0;50130.000000;"S";32;0;0;0;41
"NO";"Princeton";"M";0;50093.000000;"S";39;0;0;0;22
"NO";"Kingsville";"F";0;50118.000000;"S";-5;1;0;0;35
"NO";"Queensbury";"M";0;50148.000000;"U";12;1;0;0;42
"NO";"Princeton";"M";0;50127.000000;"S";12;0;1;1;43
"SI";"Kingsville";"M";1;50058.000000;"S";15;1;0;28;28
"NO";"Foxton";"M";0;50115.000000;"M";36;1;0;0;22
"NO";"Foxton";"M";0;50115.000000;"S";34;0;0;0;22
"NO";"Kingsville";"M";0;50133.000000;"U";20;0;4;2;20
